Value,Disaggregation combinations using this value,Number of indicators
Oaxaca-Santa Inés de Zaragoza,1,1
Oaxaca-Santa Inés del Monte,1,1
Oaxaca-Santa Inés Yatzeche,1,1
Oaxaca-Santa Lucía del Camino,1,1
Oaxaca-Santa Lucía Miahuatlán,1,1
Oaxaca-Santa Lucía Monteverde,1,1
Oaxaca-Santa Lucía Ocotlán,1,1
Oaxaca-Santa Magdalena Jicotlán,1,1
Oaxaca-Santa María Alotepec,1,1
Oaxaca-Santa María Apazco,1,1
Oaxaca-Santa María Atzompa,1,1
Oaxaca-Santa María Camotlán,1,1
Oaxaca-Santa María Chachoápam,1,1
Oaxaca-Santa María Chilchotla,1,1
Oaxaca-Santa María Chimalapa,1,1
Oaxaca-Santa María Colotepec,1,1
Oaxaca-Santa María Cortijo,1,1
Oaxaca-Santa María Coyotepec,1,1
Oaxaca-Santa María del Rosario,1,1
Oaxaca-Santa María del Tule,1,1
Oaxaca-Santa María Ecatepec,1,1
Oaxaca-Santa María Guelacé,1,1
Oaxaca-Santa María Guienagati,1,1
Oaxaca-Santa María Huatulco,1,1
Oaxaca-Santa María Huazolotitlán,1,1
Oaxaca-Santa María Ipalapa,1,1
Oaxaca-Santa María Ixcatlán,1,1
Oaxaca-Santa María Jacatepec,1,1
Oaxaca-Santa María Jalapa del Marqués,1,1
Oaxaca-Santa María Jaltianguis,1,1
Oaxaca-Santa María la Asunción,1,1
Oaxaca-Santa María Lachixío,1,1
Oaxaca-Santa María Mixtequilla,1,1
Oaxaca-Santa María Nativitas,1,1
Oaxaca-Santa María Nduayaco,1,1
Oaxaca-Santa María Ozolotepec,1,1
Oaxaca-Santa María Petapa,1,1
Oaxaca-Santa María Peñoles,1,1
Oaxaca-Santa María Pápalo,1,1
Oaxaca-Santa María Quiegolani,1,1
Oaxaca-Santa María Sola,1,1
Oaxaca-Santa María Tataltepec,1,1
Oaxaca-Santa María Tecomavaca,1,1
Oaxaca-Santa María Temaxcalapa,1,1
Oaxaca-Santa María Temaxcaltepec,1,1
Oaxaca-Santa María Teopoxco,1,1
Oaxaca-Santa María Tepantlali,1,1
Oaxaca-Santa María Texcatitlán,1,1
Oaxaca-Santa María Tlahuitoltepec,1,1
Oaxaca-Santa María Tlalixtac,1,1
Oaxaca-Santa María Tonameca,1,1
Oaxaca-Santa María Totolapilla,1,1
Oaxaca-Santa María Xadani,1,1
Oaxaca-Santa María Yalina,1,1
Oaxaca-Santa María Yavesía,1,1
Oaxaca-Santa María Yolotepec,1,1
Oaxaca-Santa María Yosoyúa,1,1
Oaxaca-Santa María Yucuhiti,1,1
Oaxaca-Santa María Zacatepec,1,1
Oaxaca-Santa María Zaniza,1,1
Oaxaca-Santa María Zoquitlán,1,1
Oaxaca-Santiago Amoltepec,1,1
Oaxaca-Santiago Apoala,1,1
Oaxaca-Santiago Apóstol,1,1
Oaxaca-Santiago Astata,1,1
Oaxaca-Santiago Atitlán,1,1
Oaxaca-Santiago Ayuquililla,1,1
Oaxaca-Santiago Cacaloxtepec,1,1
Oaxaca-Santiago Camotlán,1,1
Oaxaca-Santiago Chazumba,1,1
Oaxaca-Santiago Choápam,1,1
Oaxaca-Santiago Comaltepec,1,1
Oaxaca-Santiago del Río,1,1
Oaxaca-Santiago Huajolotitlán,1,1
Oaxaca-Santiago Huauclilla,1,1
Oaxaca-Santiago Ihuitlán Plumas,1,1
Oaxaca-Santiago Ixcuintepec,1,1
Oaxaca-Santiago Ixtayutla,1,1
Oaxaca-Santiago Jamiltepec,1,1
Oaxaca-Santiago Jocotepec,1,1
Oaxaca-Santiago Juxtlahuaca,1,1
Oaxaca-Santiago Lachiguiri,1,1
Oaxaca-Santiago Lalopa,1,1
Oaxaca-Santiago Laollaga,1,1
Oaxaca-Santiago Laxopa,1,1
Oaxaca-Santiago Llano Grande,1,1
Oaxaca-Santiago Matatlán,1,1
Oaxaca-Santiago Miltepec,1,1
Oaxaca-Santiago Minas,1,1
Oaxaca-Santiago Nacaltepec,1,1
Oaxaca-Santiago Nejapilla,1,1
Oaxaca-Santiago Niltepec,1,1
Oaxaca-Santiago Nundiche,1,1
Oaxaca-Santiago Nuyoó,1,1
Oaxaca-Santiago Pinotepa Nacional,1,1
Oaxaca-Santiago Suchilquitongo,1,1
Oaxaca-Santiago Tamazola,1,1
Oaxaca-Santiago Tapextla,1,1
Oaxaca-Santiago Tenango,1,1
Oaxaca-Santiago Tepetlapa,1,1
Oaxaca-Santiago Tetepec,1,1
Oaxaca-Santiago Texcalcingo,1,1
Oaxaca-Santiago Textitlán,1,1
Oaxaca-Santiago Tilantongo,1,1
Oaxaca-Santiago Tillo,1,1
Oaxaca-Santiago Tlazoyaltepec,1,1
Oaxaca-Santiago Xanica,1,1
Oaxaca-Santiago Xiacuí,1,1
Oaxaca-Santiago Yaitepec,1,1
Oaxaca-Santiago Yaveo,1,1
Oaxaca-Santiago Yolomécatl,1,1
Oaxaca-Santiago Yosondúa,1,1
Oaxaca-Santiago Yucuyachi,1,1
Oaxaca-Santiago Zacatepec,1,1
Oaxaca-Santiago Zoochila,1,1
Oaxaca-Santo Domingo Albarradas,1,1
Oaxaca-Santo Domingo Armenta,1,1
Oaxaca-Santo Domingo Chihuitán,1,1
Oaxaca-Santo Domingo de Morelos,1,1
Oaxaca-Santo Domingo Ingenio,1,1
Oaxaca-Santo Domingo Ixcatlán,1,1
Oaxaca-Santo Domingo Nuxaá,1,1
Oaxaca-Santo Domingo Ozolotepec,1,1
Oaxaca-Santo Domingo Petapa,1,1
Oaxaca-Santo Domingo Roayaga,1,1
Oaxaca-Santo Domingo Tehuantepec,1,1
Oaxaca-Santo Domingo Teojomulco,1,1
Oaxaca-Santo Domingo Tepuxtepec,1,1
Oaxaca-Santo Domingo Tlatayápam,1,1
Oaxaca-Santo Domingo Tomaltepec,1,1
Oaxaca-Santo Domingo Tonaltepec,1,1
Oaxaca-Santo Domingo Tonalá,1,1
Oaxaca-Santo Domingo Xagacía,1,1
Oaxaca-Santo Domingo Yanhuitlán,1,1
Oaxaca-Santo Domingo Yodohino,1,1
Oaxaca-Santo Domingo Zanatepec,1,1
Oaxaca-Santo Tomás Jalieza,1,1
Oaxaca-Santo Tomás Mazaltepec,1,1
Oaxaca-Santo Tomás Ocotepec,1,1
Oaxaca-Santo Tomás Tamazulapan,1,1
Oaxaca-Santos Reyes Nopala,1,1
Oaxaca-Santos Reyes Pápalo,1,1
Oaxaca-Santos Reyes Tepejillo,1,1
Oaxaca-Santos Reyes Yucuná,1,1
Oaxaca-Silacayoápam,1,1
Oaxaca-Sitio de Xitlapehua,1,1
Oaxaca-Soledad Etla,1,1
Oaxaca-Tamazulápam del Espíritu Santo,1,1
Oaxaca-Tanetze de Zaragoza,1,1
Oaxaca-Taniche,1,1
Oaxaca-Tataltepec de Valdés,1,1
Oaxaca-Teococuilco de Marcos Pérez,1,1
Oaxaca-Teotitlán de Flores Magón,1,1
Oaxaca-Teotitlán del Valle,1,1
Oaxaca-Teotongo,1,1
Oaxaca-Tepelmeme Villa de Morelos,1,1
Oaxaca-Tlacolula de Matamoros,1,1
Oaxaca-Tlacotepec Plumas,1,1
Oaxaca-Tlalixtac de Cabrera,1,1
Oaxaca-Totontepec Villa de Morelos,1,1
Oaxaca-Trinidad Zaachila,1,1
Oaxaca-Unión Hidalgo,1,1
Oaxaca-Valerio Trujano,1,1
Oaxaca-Villa de Chilapa de Díaz,1,1
Oaxaca-Villa de Etla,1,1
Oaxaca-Villa de Tamazulápam del Progreso,1,1
Oaxaca-Villa de Tututepec de Melchor Ocampo,1,1
Oaxaca-Villa de Zaachila,1,1
Oaxaca-Villa Díaz Ordaz,1,1
Oaxaca-Villa Hidalgo,1,1
Oaxaca-Villa Sola de Vega,1,1
Oaxaca-Villa Talea de Castro,1,1
Oaxaca-Villa Tejúpam de la Unión,1,1
Oaxaca-Yaxe,1,1
Oaxaca-Yogana,1,1
Oaxaca-Yutanduchi de Guerrero,1,1
Oaxaca-Zapotitlán Lagunas,1,1
Oaxaca-Zapotitlán Palmas,1,1
Oaxaca-Zimatlán de Álvarez,1,1
Oaxaca-Ánimas Trujano,1,1
Oaxaca,1,1
Puebla-Acajete,1,1
Puebla-Acateno,1,1
Puebla-Acatlán,1,1
Puebla-Acatzingo,1,1
Puebla-Acteopan,1,1
Puebla-Ahuacatlán,1,1
Puebla-Ahuatlán,1,1
Puebla-Ahuazotepec,1,1
Puebla-Ahuehuetitla,1,1
Puebla-Ajalpan,1,1
Puebla-Albino Zertuche,1,1
Puebla-Aljojuca,1,1
Puebla-Altepexi,1,1
Puebla-Amixtlán,1,1
Puebla-Amozoc,1,1
Puebla-Aquixtla,1,1
Puebla-Atempan,1,1
Puebla-Atexcal,1,1
Puebla-Atlequizayan,1,1
Puebla-Atlixco,1,1
Puebla-Atoyatempan,1,1
Puebla-Atzala,1,1
Puebla-Atzitzihuacán,1,1
Puebla-Atzitzintla,1,1
Puebla-Axutla,1,1
Puebla-Ayotoxco de Guerrero,1,1
Puebla-Calpan,1,1
Puebla-Caltepec,1,1
Puebla-Camocuautla,1,1
Puebla-Caxhuacan,1,1
Puebla-Cañada Morelos,1,1
Puebla-Chalchicomula de Sesma,1,1
Puebla-Chapulco,1,1
Puebla-Chiautla,1,1
Puebla-Chiautzingo,1,1
Puebla-Chichiquila,1,1
Puebla-Chiconcuautla,1,1
Puebla-Chietla,1,1
Puebla-Chigmecatitlán,1,1
Puebla-Chignahuapan,1,1
Puebla-Chignautla,1,1
Puebla-Chila de la Sal,1,1
Puebla-Chila,1,1
Puebla-Chilchotla,1,1
Puebla-Chinantla,1,1
Puebla-Coatepec,1,1
Puebla-Coatzingo,1,1
Puebla-Cohetzala,1,1
Puebla-Cohuecan,1,1
Puebla-Coronango,1,1
Puebla-Coxcatlán,1,1
Puebla-Coyomeapan,1,1
Puebla-Coyotepec,1,1
Puebla-Cuapiaxtla de Madero,1,1
Puebla-Cuautempan,1,1
Puebla-Cuautinchán,1,1
Puebla-Cuautlancingo,1,1
Puebla-Cuayuca de Andrade,1,1
Puebla-Cuetzalan del Progreso,1,1
Puebla-Cuyoaco,1,1
Puebla-Domingo Arenas,1,1
Puebla-Eloxochitlán,1,1
Puebla-Epatlán,1,1
Puebla-Esperanza,1,1
Puebla-Francisco Z. Mena,1,1
Puebla-General Felipe Ángeles,1,1
Puebla-Guadalupe Victoria,1,1
Puebla-Guadalupe,1,1
Puebla-Hermenegildo Galeana,1,1
Puebla-Honey,1,1
Puebla-Huaquechula,1,1
Puebla-Huatlatlauca,1,1
Puebla-Huauchinango,1,1
Puebla-Huehuetla,1,1
Puebla-Huehuetlán el Chico,1,1
Puebla-Huehuetlán el Grande,1,1
Puebla-Huejotzingo,1,1
Puebla-Hueyapan,1,1
Puebla-Hueytamalco,1,1
Puebla-Hueytlalpan,1,1
Puebla-Huitzilan de Serdán,1,1
Puebla-Huitziltepec,1,1
Puebla-Ixcamilpa de Guerrero,1,1
Puebla-Ixcaquixtla,1,1
Puebla-Ixtacamaxtitlán,1,1
Puebla-Ixtepec,1,1
Puebla-Izúcar de Matamoros,1,1
Puebla-Jalpan,1,1
Puebla-Jolalpan,1,1
Puebla-Jonotla,1,1
Puebla-Jopala,1,1
Puebla-Juan C. Bonilla,1,1
Puebla-Juan Galindo,1,1
Puebla-Juan N. Méndez,1,1
Puebla-La Magdalena Tlatlauquitepec,1,1
Puebla-Lafragua,1,1
Puebla-Libres,1,1
Puebla-Los Reyes de Juárez,1,1
Puebla-Mazapiltepec de Juárez,1,1
Puebla-Mixtla,1,1
Puebla-Molcaxac,1,1
Puebla-Naupan,1,1
Puebla-Nauzontla,1,1
Puebla-Nealtican,1,1
Puebla-Nicolás Bravo,1,1
Puebla-Nopalucan,1,1
Puebla-Ocotepec,1,1
Puebla-Ocoyucan,1,1
Puebla-Olintla,1,1
Puebla-Oriental,1,1
Puebla-Pahuatlán,1,1
Puebla-Palmar de Bravo,1,1
Puebla-Pantepec,1,1
Puebla-Petlalcingo,1,1
Puebla-Piaxtla,1,1
Puebla-Puebla,1,1
Puebla-Quecholac,1,1
Puebla-Quimixtlán,1,1
Puebla-Rafael Lara Grajales,1,1
Puebla-San Andrés Cholula,1,1
Puebla-San Antonio Cañada,1,1
Puebla-San Diego la Mesa Tochimiltzingo,1,1
Puebla-San Felipe Teotlalcingo,1,1
Puebla-San Felipe Tepatlán,1,1
Puebla-San Gabriel Chilac,1,1
Puebla-San Gregorio Atzompa,1,1
Puebla-San Jerónimo Tecuanipan,1,1
Puebla-San Jerónimo Xayacatlán,1,1
Puebla-San José Chiapa,1,1
Puebla-San José Miahuatlán,1,1
Puebla-San Juan Atenco,1,1
Puebla-San Juan Atzompa,1,1
Puebla-San Martín Texmelucan,1,1
Puebla-San Martín Totoltepec,1,1
Puebla-San Matías Tlalancaleca,1,1
Puebla-San Miguel Ixitlán,1,1
Puebla-San Miguel Xoxtla,1,1
Puebla-San Nicolás Buenos Aires,1,1
Puebla-San Nicolás de los Ranchos,1,1
Puebla-San Pablo Anicano,1,1
Puebla-San Pedro Cholula,1,1
Puebla-San Pedro Yeloixtlahuaca,1,1
Puebla-San Salvador el Seco,1,1
Puebla-San Salvador el Verde,1,1
Puebla-San Salvador Huixcolotla,1,1
Puebla-San Sebastián Tlacotepec,1,1
Puebla-Santa Catarina Tlaltempan,1,1
Puebla-Santa Inés Ahuatempan,1,1
Puebla-Santa Isabel Cholula,1,1
Puebla-Santiago Miahuatlán,1,1
Puebla-Santo Tomás Hueyotlipan,1,1
Puebla-Soltepec,1,1
Puebla-Tecali de Herrera,1,1
Puebla-Tecamachalco,1,1
Puebla-Tecomatlán,1,1
Puebla-Tehuacán,1,1
Puebla-Tehuitzingo,1,1
Puebla-Tenampulco,1,1
Puebla-Teopantlán,1,1
Puebla-Teotlalco,1,1
Puebla-Tepanco de López,1,1
Puebla-Tepango de Rodríguez,1,1
Puebla-Tepatlaxco de Hidalgo,1,1
Puebla-Tepeaca,1,1
Puebla-Tepemaxalco,1,1
Puebla-Tepeojuma,1,1
Puebla-Tepetzintla,1,1
Puebla-Tepexco,1,1
Puebla-Tepexi de Rodríguez,1,1
Puebla-Tepeyahualco de Cuauhtémoc,1,1
Puebla-Tepeyahualco,1,1
Puebla-Tetela de Ocampo,1,1
Puebla-Teteles de Avila Castillo,1,1
Puebla-Teziutlán,1,1
Puebla-Tianguismanalco,1,1
Puebla-Tilapa,1,1
Puebla-Tlachichuca,1,1
Puebla-Tlacotepec de Benito Juárez,1,1
Puebla-Tlacuilotepec,1,1
Puebla-Tlahuapan,1,1
Puebla-Tlaltenango,1,1
Puebla-Tlanepantla,1,1
Puebla-Tlaola,1,1
Puebla-Tlapacoya,1,1
Puebla-Tlapanalá,1,1
Puebla-Tlatlauquitepec,1,1
Puebla-Tlaxco,1,1
Puebla-Tochimilco,1,1
Puebla-Tochtepec,1,1
Puebla-Totoltepec de Guerrero,1,1
Puebla-Tulcingo,1,1
Puebla-Tuzamapan de Galeana,1,1
Puebla-Tzicatlacoyan,1,1
Puebla-Venustiano Carranza,1,1
Puebla-Vicente Guerrero,1,1
Puebla-Xayacatlán de Bravo,1,1
Puebla-Xicotepec,1,1
Puebla-Xicotlán,1,1
Puebla-Xiutetelco,1,1
Puebla-Xochiapulco,1,1
Puebla-Xochiltepec,1,1
Puebla-Xochitlán de Vicente Suárez,1,1
Puebla-Xochitlán Todos Santos,1,1
Puebla-Yaonáhuac,1,1
Puebla-Yehualtepec,1,1
Puebla-Zacapala,1,1
Puebla-Zacapoaxtla,1,1
Puebla-Zacatlán,1,1
Puebla-Zapotitlán de Méndez,1,1
Puebla-Zapotitlán,1,1
Puebla-Zaragoza,1,1
Puebla-Zautla,1,1
Puebla-Zihuateutla,1,1
Puebla-Zinacatepec,1,1
Puebla-Zongozotla,1,1
Puebla-Zoquiapan,1,1
Puebla-Zoquitlán,1,1
Puebla,1,1
Querétaro-Amealco de Bonfil,1,1
Querétaro-Arroyo Seco,1,1
Querétaro-Cadereyta de Montes,1,1
Querétaro-Colón,1,1
Querétaro-Corregidora,1,1
Querétaro-El Marqués,1,1
Querétaro-Ezequiel Montes,1,1
Querétaro-Huimilpan,1,1
Querétaro-Jalpan de Serra,1,1
Querétaro-Landa de Matamoros,1,1
Querétaro-Pedro Escobedo,1,1
Querétaro-Peñamiller,1,1
Querétaro-Pinal de Amoles,1,1
Querétaro-Querétaro,1,1
Querétaro-San Joaquín,1,1
Querétaro-San Juan del Río,1,1
Querétaro-Tequisquiapan,1,1
Querétaro-Tolimán,1,1
Querétaro,1,1
Quintana Roo-Bacalar,1,1
Quintana Roo-Benito Juárez,1,1
Quintana Roo-Cozumel,1,1
Quintana Roo-Felipe Carrillo Puerto,1,1
Quintana Roo-Isla Mujeres,1,1
Quintana Roo-José María Morelos,1,1
Quintana Roo-Lázaro Cárdenas,1,1
Quintana Roo-Othón P. Blanco,1,1
Quintana Roo-Puerto Morelos,1,1
Quintana Roo-Solidaridad,1,1
Quintana Roo-Tulum,1,1
Quintana Roo,1,1
San Luis Potosí-Ahualulco,1,1
San Luis Potosí-Alaquines,1,1
San Luis Potosí-Aquismón,1,1
San Luis Potosí-Armadillo de los Infante,1,1
San Luis Potosí-Axtla de Terrazas,1,1
San Luis Potosí-Catorce,1,1
San Luis Potosí-Cedral,1,1
San Luis Potosí-Cerritos,1,1
San Luis Potosí-Cerro de San Pedro,1,1
San Luis Potosí-Charcas,1,1
San Luis Potosí-Ciudad del Maíz,1,1
San Luis Potosí-Ciudad Fernández,1,1
San Luis Potosí-Ciudad Valles,1,1
San Luis Potosí-Coxcatlán,1,1
San Luis Potosí-Cárdenas,1,1
San Luis Potosí-Ebano,1,1
San Luis Potosí-El Naranjo,1,1
San Luis Potosí-Guadalcázar,1,1
San Luis Potosí-Huehuetlán,1,1
San Luis Potosí-Lagunillas,1,1
San Luis Potosí-Matehuala,1,1
San Luis Potosí-Matlapa,1,1
San Luis Potosí-Mexquitic de Carmona,1,1
San Luis Potosí-Moctezuma,1,1
San Luis Potosí-Rayón,1,1
San Luis Potosí-Rioverde,1,1
San Luis Potosí-Salinas,1,1
San Luis Potosí-San Antonio,1,1
San Luis Potosí-San Ciro de Acosta,1,1
San Luis Potosí-San Luis Potosí,1,1
San Luis Potosí-San Martín Chalchicuautla,1,1
San Luis Potosí-San Nicolás Tolentino,1,1
San Luis Potosí-San Vicente Tancuayalab,1,1
San Luis Potosí-Santa Catarina,1,1
San Luis Potosí-Santa María del Río,1,1
San Luis Potosí-Santo Domingo,1,1
San Luis Potosí-Soledad de Graciano Sánchez,1,1
San Luis Potosí-Tamasopo,1,1
San Luis Potosí-Tamazunchale,1,1
San Luis Potosí-Tampacán,1,1
San Luis Potosí-Tampamolón Corona,1,1
San Luis Potosí-Tamuín,1,1
San Luis Potosí-Tancanhuitz,1,1
San Luis Potosí-Tanlajás,1,1
San Luis Potosí-Tanquián de Escobedo,1,1
San Luis Potosí-Tierra Nueva,1,1
San Luis Potosí-Vanegas,1,1
San Luis Potosí-Venado,1,1
San Luis Potosí-Villa de Arista,1,1
San Luis Potosí-Villa de Arriaga,1,1
San Luis Potosí-Villa de Guadalupe,1,1
San Luis Potosí-Villa de la Paz,1,1
San Luis Potosí-Villa de Ramos,1,1
San Luis Potosí-Villa de Reyes,1,1
San Luis Potosí-Villa Hidalgo,1,1
San Luis Potosí-Villa Juárez,1,1
San Luis Potosí-Xilitla,1,1
San Luis Potosí-Zaragoza,1,1
San Luis Potosí,1,1
Sinaloa-Ahome,1,1
Sinaloa-Angostura,1,1
Sinaloa-Badiraguato,1,1
Sinaloa-Choix,1,1
Sinaloa-Concordia,1,1
Sinaloa-Cosalá,1,1
Sinaloa-Culiacán,1,1
Sinaloa-El Fuerte,1,1
Sinaloa-Elota,1,1
Sinaloa-Escuinapa,1,1
Sinaloa-Guasave,1,1
Sinaloa-Mazatlán,1,1
Sinaloa-Mocorito,1,1
Sinaloa-Navolato,1,1
Sinaloa-Rosario,1,1
Sinaloa-Salvador Alvarado,1,1
Sinaloa-San Ignacio,1,1
Sinaloa-Sinaloa,1,1
Sinaloa,1,1
Sonora-Aconchi,1,1
Sonora-Agua Prieta,1,1
Sonora-Alamos,1,1
Sonora-Altar,1,1
Sonora-Arivechi,1,1
Sonora-Arizpe,1,1
Sonora-Atil,1,1
Sonora-Bacadéhuachi,1,1
Sonora-Bacanora,1,1
Sonora-Bacerac,1,1
Sonora-Bacoachi,1,1
Sonora-Banámichi,1,1
Sonora-Bavispe,1,1
Sonora-Baviácora,1,1
Sonora-Benito Juárez,1,1
Sonora-Benjamín Hill,1,1
Sonora-Bácum,1,1
Sonora-Caborca,1,1
Sonora-Cajeme,1,1
Sonora-Cananea,1,1
Sonora-Carbó,1,1
Sonora-Cucurpe,1,1
Sonora-Cumpas,1,1
Sonora-Divisaderos,1,1
Sonora-Empalme,1,1
Sonora-Etchojoa,1,1
Sonora-Fronteras,1,1
Sonora-General Plutarco Elías Calles,1,1
Sonora-Granados,1,1
Sonora-Guaymas,1,1
Sonora-Hermosillo,1,1
Sonora-Huachinera,1,1
Sonora-Huatabampo,1,1
Sonora-Huásabas,1,1
Sonora-Huépac,1,1
Sonora-Imuris,1,1
Sonora-La Colorada,1,1
Sonora-Magdalena,1,1
Sonora-Mazatán,1,1
Sonora-Moctezuma,1,1
Sonora-Naco,1,1
Sonora-Nacozari de García,1,1
Sonora-Navojoa,1,1
Sonora-Nogales,1,1
Sonora-Nácori Chico,1,1
Sonora-Onavas,1,1
Sonora-Opodepe,1,1
Sonora-Oquitoa,1,1
Sonora-Pitiquito,1,1
Sonora-Puerto Peñasco,1,1
Sonora-Quiriego,1,1
Sonora-Rayón,1,1
Sonora-Rosario,1,1
Sonora-Sahuaripa,1,1
Sonora-San Felipe de Jesús,1,1
Sonora-San Ignacio Río Muerto,1,1
Sonora-San Javier,1,1
Sonora-San Luis Río Colorado,1,1
Sonora-San Miguel de Horcasitas,1,1
Sonora-San Pedro de la Cueva,1,1
Sonora-Santa Ana,1,1
Sonora-Santa Cruz,1,1
Sonora-Soyopa,1,1
Sonora-Suaqui Grande,1,1
Sonora-Sáric,1,1
Sonora-Tepache,1,1
Sonora-Trincheras,1,1
Sonora-Tubutama,1,1
Sonora-Ures,1,1
Sonora-Villa Hidalgo,1,1
Sonora-Villa Pesqueira,1,1
Sonora-Yécora,1,1
Sonora,1,1
Tabasco-Balancán,1,1
Tabasco-Centla,1,1
Tabasco-Centro,1,1
Tabasco-Comalcalco,1,1
Tabasco-Cunduacán,1,1
Tabasco-Cárdenas,1,1
Tabasco-Emiliano Zapata,1,1
Tabasco-Huimanguillo,1,1
Tabasco-Jalapa,1,1
Tabasco-Jalpa de Méndez,1,1
Tabasco-Jonuta,1,1
Tabasco-Macuspana,1,1
Tabasco-Nacajuca,1,1
Tabasco-Paraíso,1,1
Tabasco-Tacotalpa,1,1
Tabasco-Teapa,1,1
Tabasco-Tenosique,1,1
Tabasco,1,1
Tamaulipas-Abasolo,1,1
Tamaulipas-Aldama,1,1
Tamaulipas-Altamira,1,1
Tamaulipas-Antiguo Morelos,1,1
Tamaulipas-Burgos,1,1
Tamaulipas-Bustamante,1,1
Tamaulipas-Camargo,1,1
Tamaulipas-Casas,1,1
Tamaulipas-Ciudad Madero,1,1
Tamaulipas-Cruillas,1,1
Tamaulipas-El Mante,1,1
Tamaulipas-González,1,1
Tamaulipas-Guerrero,1,1
Tamaulipas-Gustavo Díaz Ordaz,1,1
Tamaulipas-Gómez Farías,1,1
Tamaulipas-Güémez,1,1
Tamaulipas-Hidalgo,1,1
Tamaulipas-Jaumave,1,1
Tamaulipas-Jiménez,1,1
Tamaulipas-Llera,1,1
Tamaulipas-Mainero,1,1
Tamaulipas-Matamoros,1,1
Tamaulipas-Mier,1,1
Tamaulipas-Miguel Alemán,1,1
Tamaulipas-Miquihuana,1,1
Tamaulipas-Méndez,1,1
Tamaulipas-Nuevo Laredo,1,1
Tamaulipas-Nuevo Morelos,1,1
Tamaulipas-Ocampo,1,1
Tamaulipas-Padilla,1,1
Tamaulipas-Palmillas,1,1
Tamaulipas-Reynosa,1,1
Tamaulipas-Río Bravo,1,1
Tamaulipas-San Carlos,1,1
Tamaulipas-San Fernando,1,1
Tamaulipas-San Nicolás,1,1
Tamaulipas-Soto la Marina,1,1
Tamaulipas-Tampico,1,1
Tamaulipas-Tula,1,1
Tamaulipas-Valle Hermoso,1,1
Tamaulipas-Victoria,1,1
Tamaulipas-Villagrán,1,1
Tamaulipas-Xicoténcatl,1,1
Tamaulipas,1,1
Tlaxcala-Acuamanala de Miguel Hidalgo,1,1
Tlaxcala-Amaxac de Guerrero,1,1
Tlaxcala-Apetatitlán de Antonio Carvajal,1,1
Tlaxcala-Apizaco,1,1
Tlaxcala-Atlangatepec,1,1
Tlaxcala-Atltzayanca,1,1
Tlaxcala-Benito Juárez,1,1
Tlaxcala-Calpulalpan,1,1
Tlaxcala-Chiautempan,1,1
Tlaxcala-Contla de Juan Cuamatzi,1,1
Tlaxcala-Cuapiaxtla,1,1
Tlaxcala-Cuaxomulco,1,1
Tlaxcala-El Carmen Tequexquitla,1,1
Tlaxcala-Emiliano Zapata,1,1
Tlaxcala-Españita,1,1
Tlaxcala-Huamantla,1,1
Tlaxcala-Hueyotlipan,1,1
Tlaxcala-Ixtacuixtla de Mariano Matamoros,1,1
Tlaxcala-Ixtenco,1,1
Tlaxcala-La Magdalena Tlaltelulco,1,1
Tlaxcala-Lázaro Cárdenas,1,1
Tlaxcala-Mazatecochco de José María Morelos,1,1
Tlaxcala-Muñoz de Domingo Arenas,1,1
Tlaxcala-Nanacamilpa de Mariano Arista,1,1
Tlaxcala-Natívitas,1,1
Tlaxcala-Panotla,1,1
Tlaxcala-Papalotla de Xicohténcatl,1,1
Tlaxcala-San Damián Texóloc,1,1
Tlaxcala-San Francisco Tetlanohcan,1,1
Tlaxcala-San Jerónimo Zacualpan,1,1
Tlaxcala-San José Teacalco,1,1
Tlaxcala-San Juan Huactzinco,1,1
Tlaxcala-San Lorenzo Axocomanitla,1,1
Tlaxcala-San Lucas Tecopilco,1,1
Tlaxcala-San Pablo del Monte,1,1
Tlaxcala-Sanctórum de Lázaro Cárdenas,1,1
Tlaxcala-Santa Ana Nopalucan,1,1
Tlaxcala-Santa Apolonia Teacalco,1,1
Tlaxcala-Santa Catarina Ayometla,1,1
Tlaxcala-Santa Cruz Quilehtla,1,1
Tlaxcala-Santa Cruz Tlaxcala,1,1
Tlaxcala-Santa Isabel Xiloxoxtla,1,1
Tlaxcala-Tenancingo,1,1
Tlaxcala-Teolocholco,1,1
Tlaxcala-Tepetitla de Lardizábal,1,1
Tlaxcala-Tepeyanco,1,1
Tlaxcala-Terrenate,1,1
Tlaxcala-Tetla de la Solidaridad,1,1
Tlaxcala-Tetlatlahuca,1,1
Tlaxcala-Tlaxcala,1,1
Tlaxcala-Tlaxco,1,1
Tlaxcala-Tocatlán,1,1
Tlaxcala-Totolac,1,1
Tlaxcala-Tzompantepec,1,1
Tlaxcala-Xaloztoc,1,1
Tlaxcala-Xaltocan,1,1
Tlaxcala-Xicohtzinco,1,1
Tlaxcala-Yauhquemehcan,1,1
Tlaxcala-Zacatelco,1,1
Tlaxcala-Ziltlaltépec de Trinidad Sánchez Santos,1,1
Tlaxcala,1,1
Veracruz de Ignacio de la Llave-Acajete,1,1
Veracruz de Ignacio de la Llave-Acatlán,1,1
Veracruz de Ignacio de la Llave-Acayucan,1,1
Veracruz de Ignacio de la Llave-Actopan,1,1
Veracruz de Ignacio de la Llave-Acula,1,1
Veracruz de Ignacio de la Llave-Acultzingo,1,1
Veracruz de Ignacio de la Llave-Agua Dulce,1,1
